album_id,artist_id
1489,157
1490,664
1492,458
1493,666
1494,667
1495,655
1496,656
1497,668
1498,669
1499,670
1500,671
1501,672
1502,673
1503,674
1504,675
1506,677
1508,679
1509,680
1510,681
1511,682
1513,679
1514,651
1515,684
1516,655
1517,685
1518,652
1519,639
1520,562
1521,686
1522,562
1523,584
1524,2
1525,687
1526,21
1527,578
1528,687
1529,146
1530,632
1531,175
1532,688
1533,76
1534,108
1535,381
1536,1090
1537,689
1538,416
1539,690
1540,691
1542,692
1543,286
1544,286
1545,286
1546,99
1547,693
1548,693
1549,413
1550,76
1551,694
1552,508
1553,175
1554,695
1555,696
1556,108
1557,36
1558,36
1559,697
1560,698
1561,187
1562,699
1563,21
1564,224
1565,29
1566,700
1567,33
1568,2
1569,634
1570,13
1571,701
1572,701
1573,701
1574,701
1575,73
1576,634
1577,2
1578,702
1579,24
1580,568
1581,703
1582,704
1583,705
1584,705
1585,707
1586,708
1587,584
1588,709
1589,76
1591,711
1592,711
1593,80
1594,71
1595,250
1596,359
1597,712
1598,713
1599,714
1600,72
1601,634
1602,13
1603,89
1604,7
1605,7
1606,562
1608,715
1609,715
1610,29
1611,579
1612,24
1613,716
1614,717
1615,718
1616,719
1617,81
1619,17
1620,17
1621,17
1622,720
1623,720
1624,27
1625,721
1626,722
1627,48
1629,724
1630,725
1631,604
1632,534
1633,726
1634,183
1635,727
1636,383
1637,604
1638,367
1639,114
1640,108
1641,66
1642,575
1643,575
1644,728
1645,14
1646,25
1647,728
1648,14
1649,729
1650,730
1651,728
1652,731
1653,732
1654,733
1655,10
1656,734
1657,735
1658,736
1659,34
1660,737
1661,593
1662,34
1663,738
1664,593
1665,739
1666,740
1667,15
1668,741
1669,25
1670,742
1671,716
1672,568
1673,743
1674,744
1675,104
1676,104
1677,36
1678,149
1679,13
1680,25
1681,745
1682,11
1683,3
1684,746
1685,72
1686,564
1687,689
1688,8
1689,34
1690,747
1691,14
1692,562
1693,748
1694,728
1695,3
1696,59
1697,7
1698,14
1699,14
1700,14
1701,7
1702,7
1703,59
1704,14
1705,3
1706,59
1707,59
1708,749
1709,750
1710,750
1711,751
1712,27
1713,752
1714,79
1715,146
